bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
42057,The Shakespeare Stealer (Shakespeare Stealer  #1),Gary L. Blackwood,3.9216215555197653,0141305959,9780141305950,eng,224,5582,451,7/1/2000,Puffin Books
10873,Shopgirl,Steve Martin,3.910143201736443,0786891076,9780786891078,eng,130,30067,2166,1/1/2000,Hachette Books
39175,When Food Is Love: Exploring the Relationship Between Eating and Intimacy,Geneen Roth,3.93979164151152,0452268184,9780452268180,eng,224,1536,134,7/1/1992,Plume Books
32782,The Iliad,Homer/Victor G. Ambrus/Nick McCarty,3.8999622090481516,0753453215,9780753453216,eng,95,8,3,9/15/2000,Kingfisher
18374,Flowers for Algernon,Daniel Keyes,3.9389498836641486,0435123432,9780435123437,en-US,218,190,21,3/31/1989,Heinemann
44685,Castle of Wizardry (The Belgariad  #4),David Eddings,3.9707608938748415,0552148105,9780552148108,eng,443,434,12,9/21/1984,Corgi
26085,Identity Crisis,Brad Meltzer/Rags Morales/Michael Bair/Joss Whedon,3.909375495810413,1401204589,9781401204587,eng,288,18289,614,8/16/2006,DC Comics
12664,Iberia,James A. Michener/Robert Vavra,4.073161506530017,0449207331,9780449207338,eng,960,2153,152,10/12/1984,Fawcett Crest Books
8146,The Stories of Vladimir Nabokov,Vladimir Nabokov,3.965551706677865,0679729976,9780679729976,eng,685,5889,183,12/9/1996,Vintage
35116,Star Trek: Logs Seven and Eight (Star Trek: Log  #7-8),Alan Dean Foster,3.903958054572362,0345495845,9780345495846,eng,358,35,0,9/5/2006,Del Rey Books
10586,The Stephen King Collection: Stories from Night Shift,Stephen King/John  Glover,3.890762100857695,0739317369,9780739317365,eng,11,56,9,2/8/2005,Random House Audio
18353,Anaïs Nin: A Biography,Deirdre Bair,3.959606795886174,0140255257,9780140255256,eng,672,632,37,7/1/1996,Penguin Books
35959,The Bonesetter's Daughter,Amy Tan,3.902484942604582,0006550436,9780006550433,eng,352,437,49,10/1/2004,Harper Perennial
19337,The Tale of the Flopsy Bunnies,Beatrix Potter,3.9038220034522384,072324779X,9780723247791,eng,58,5209,130,3/7/2002,Warne
41179,Miracleman  Book Three: Olympus,Alan Moore/John Totleben/Steve Oliff/Joe Caramagna/Michael Kelleher/Peter Milligan/Mike Allred,3.912172831100459,1560600802,9781560600800,eng,328,1768,93,4/21/2015,Marvel Comics
37076,Love With the Proper Husband (Effingtons  #6),Victoria Alexander,3.923284376667439,0060001453,9780060001452,eng,358,1471,61,3/25/2003,Avon
29285,Make Way for McCloskey,Robert McCloskey/Leonard S. Marcus,3.9266319314481266,067005934X,9780670059348,eng,144,129,8,10/21/2004,Viking Books for Young Readers
1546,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,3.933167741964385,0872205851,9780872205857,en-US,304,109,7,3/15/2003,Hackett Publishing Company  Inc.
29998,Crime Stories and Other Writings,Dashiell Hammett/Steven Marcus,4.035241208137749,1931082006,9781931082006,eng,934,490,30,9/10/2001,Library of America
21996,The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,Erik Larson/Tony Goldwyn,4.017021441551068,0739303406,9780739303405,eng,447,421575,23793,2/11/2003,Random House Audio Publishing Group
8021,Little Miss Lucky,Roger Hargreaves,3.904877195349772,0843175044,9780843175042,eng,32,291,21,11/22/1999,Price Stern Sloan
14755,The Guy Not Taken: Stories,Jennifer Weiner,3.910281589488817,1416535209,9781416535201,en-US,292,21715,1044,9/5/2006,Atria Books
18333,Reluctant Runaway (To Catch a Thief #2),Jill Elizabeth Nelson,3.9381915336099143,1590526872,9781590526873,en-US,352,90,12,3/20/2007,Multnomah
18288,Critique of Pure Reason,Immanuel Kant/Paul Guyer/Allen W. Wood,4.008292359189177,0521657296,9780521657297,eng,796,23607,375,2/28/1999,Cambridge University Press
34324,The School Skeleton (A to Z Mysteries  #19),Ron Roy/John Steven Gurney,3.9057876550088926,0375813683,9780375813689,en-US,96,1844,70,1/28/2003,Random House Books for Young Readers
37189,Mercy Watson Goes for a Ride,Kate DiCamillo/Chris Van Dusen,3.876012757405906,0763623326,9780763623326,eng,72,4162,332,5/9/2006,Candlewick Press
1957,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.9302313318259574,1593081383,9781593081386,eng,409,1343,183,7/25/2004,Barnes & Noble Classics
43175,Inventive Paris clothes: 1909-1939 - a photographic essay,Diana Vreeland/Irving Penn,3.946074621279271,067040067X,9780670400676,eng,95,3,0,5/26/1978,Penguin Putnam
42382,The Caine Mutiny Court-Martial,Herman Wouk,3.9773201910454636,0385514417,9780385514415,eng,120,281,10,4/20/1954,Doubleday Books
17770,Post Captain (Aubrey/Maturin Book 2),Patrick O'Brian,4.007450753658824,039700804X,9780397008049,eng,413,3,0,12/1/1972,Lippincott Williams & Wilkins
6614,Lipstick Jungle,Candace Bushnell,3.9573193736849555,0786887079,9780786887071,eng,496,37514,780,8/8/2006,Hachette Books
43342,You Belong To Me,Mary Higgins Clark,3.943954925705938,0671004549,9780671004545,en-US,384,20843,421,4/1/1999,Pocket Books
1955,A Tale of Two Cities,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,3.9567714518406323,0743487605,9780743487603,eng,496,131,28,5/1/2004,Simon  Schuster
28162,Bound In Blood: The Erotic Journey of a Vampire,David Thomas Lord,3.93728434966148,1575667649,9781575667645,en-US,352,71,10,5/1/2001,Kensington
37139,The Admirable Crichton,J.M. Barrie,3.8877549154822013,1406955817,9781406955811,eng,88,304,36,11/3/2006,Hard Press
35750,Sodom and Gomorrah (In Search of Lost Time  #4),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.025067885326135,0375753109,9780375753107,eng,784,377,66,2/16/1999,Modern Library Classics
8151,Laughter in the Dark,Vladimir Nabokov,3.930587279564664,0811216748,9780811216746,eng,292,8717,477,9/17/2006,New Directions
40090,Sacred Games (Sacred Games),Vikram Chandra,4.011273525618463,0061130354,9780061130359,eng,916,5983,724,1/9/2007,HarperCollins
13142,Cat & Mouse (Alex Cross #4),James Patterson,3.921698521762827,0446692646,9780446692649,eng,432,242,15,8/1/2003,Grand Central Publishing
33676,Saving the World and Other Extreme Sports (Maximum Ride  #3),James Patterson,3.951852329047701,0316155608,9780316155601,eng,405,80643,2270,5/29/2007,Little  Brown and Company
2940,Robinson Crusoe,Daniel Defoe,3.9083785278265264,1587263882,9781587263880,eng,288,311,18,7/14/2006,Ann Arbor Media
43101,On the Edge of the New Century,Eric Hobsbawm/Allan Cameron/Antonio Polito,3.920213932721771,1565846710,9781565846715,eng,192,82,5,5/1/2001,New Press
21819,Wait Till Next Year: The Story of a Season When What Should've Happened Didn't  and What Could've Gone Wrong Did,William Goldman/Mike Lupica,3.9437162789226714,0553053191,9780553053197,en-US,363,90,11,11/1/1988,Bantam
9974,Gertrud The Great Of Helfta: Spiritual Exercises,Gertrude the Great/Gertrud Jaron Lewis,3.924596587913438,0879074493,9780879074494,eng,165,7,1,11/1/1989,Cistercian Publications
44612,Marcel Proust: On Art and Literature 1896-1919,Marcel Proust/Sylvia Townsend Warner,3.953537539994281,0786704543,9780786704545,eng,416,73,5,8/5/1997,Carroll & Graf Publishers
5880,The Sparrow (The Sparrow  #1),Mary Doria Russell,3.9652816635515586,0552997773,9780552997775,eng,506,664,103,11/1/1997,Black Swan
32130,Monday Night Class,Stephen Gaskin,3.9079393014062154,1570671818,9781570671814,en-US,191,59,4,7/31/2005,Book Publishing Company
33536,Happy Hour at Casa Dracula (Casa Dracula  #1),Marta Acosta,3.9156001251554784,1416520384,9781416520382,en-US,314,2000,238,7/4/2006,Pocket Books
23603,Tales from the Perilous Realm,J.R.R. Tolkien,3.898863447568802,0007149123,9780007149124,eng,178,3242,162,9/2/2002,HarperCollins Publishers
36569,Ice Blue (Ice  #3),Anne Stuart,3.9294740713256404,0778324788,9780778324782,eng,378,3215,197,3/27/2007,Mira Books
25809,The Ring Bearer,Laura Godwin/John Wallace,3.875566499283048,078685510X,9780786855100,en-US,32,17,2,2/20/2006,Disney-Hyperion
665,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.977439485287549,0451163931,9780451163936,eng,176,11462,467,11/1/1964,Signet
41537,Joplin's Ghost,Tananarive Due,3.9755059737771012,0743449045,9780743449045,eng,496,738,72,9/19/2006,Washington Square Press
13147,Honeymoon (Honeymoon  #1),James Patterson/Howard Roughan,3.9284454912605486,0446613371,9780446613378,eng,406,34087,1809,1/1/2007,Grand Central Publishing
8859,Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton,3.9223654380986632,0446614726,9780446614726,eng,194,5757,321,7/1/2005,Warner Books
707,Naked Pictures of Famous People,Jon   Stewart,3.9099738288967245,0688171621,9780688171629,en-GB,164,8703,417,9/22/1999,Dey Street Books
26324,Social Intelligence: The New Science of Human Relationships,Daniel Goleman,3.917436205693362,0553803522,9780553803525,eng,403,10327,318,9/26/2006,Bantam Books
42869,The Servant Leader,Kenneth H. Blanchard,3.915372062046246,0849996597,23755004321,eng,128,276,26,3/11/2003,Thomas Nelson
7045,The Tale of Genji,Murasaki Shikibu/Edward G. Seidensticker,4.097002547335969,0394735307,9780394735306,en-US,1090,317,55,7/12/1978,Alfred A. Knopf
20235,A Cold Treachery (Inspector Ian Rutledge  #7),Charles Todd,3.9013144004927485,0553586610,9780553586619,eng,416,2997,265,8/30/2005,Bantam
23777,Something Borrowed  Something Blue,Elaine Barbieri/Constance O'Banyon/Evelyn Rogers/Bobbi Smith,3.94658750740176,084394725X,9780843947250,eng,394,17,1,6/1/2000,Leisure Books
44309,Reading in the Dark,Seamus Deane,3.891142462935443,0375700234,9780375700231,en-US,256,3237,227,2/24/1998,Vintage
29054,Exemplary Stories,Miguel de Cervantes Saavedra/Lesley Lipson,3.9496955328581715,0192832433,9780192832436,eng,368,797,29,5/7/1998,Oxford University Press
17673,The Anthropology of Turquoise: Reflections on Desert  Sea  Stone  and Sky,Ellen Meloy,3.884978061898682,0375708138,9780375708138,eng,336,1063,159,7/8/2003,Vintage
539,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.9054993765738217,0345360354,9780345360359,eng,224,1371,43,5/13/1990,Ballantine Books
10490,Postscript to the Name of the Rose,Umberto Eco,3.9350898098107314,015173156X,9780151731565,eng,84,661,34,1/1/1984,Houghton Mifflin Harcourt P
9479,The Midnight Mystery (The Boxcar Children  #95),Gertrude Chandler Warner,3.888006833436337,080755538X,9780807555385,eng,128,312,9,1/1/2003,Albert Whitman  Company
33496,Miskatonic University: Dire Secrets & Campus Life (Call of Cthulhu RPG),Sam Johnson/Sandy Antunes,3.9114070400304626,1568821409,9781568821405,eng,242,38,0,10/12/2005,Chaosium
39088,Grand Finales: A Modernist View of Plated Desserts,Tish Boyle/Timothy Moriarty,3.962068879146822,0471292516,9780471292517,eng,288,17,0,11/7/1997,Wiley
23734,Nausicaä De La Vallée Du Vent  Tome 4,Hayao Miyazaki,3.9113582250906767,2723433927,9782723433921,fre,144,29,2,6/12/2001,Glénat
10552,The Wicked Wit of Charles Dickens,Shelley Klein/Charles Dickens,3.91909708193889,1854790471,9781854790477,eng,162,30,6,9/1/2002,Michael O'Mara
247,Quiet Days in Clichy,Henry Miller,3.9107967606031115,080213016X,9780802130167,eng,154,3381,141,1/13/1994,Grove Press
40631,Europe: A History,Norman Davies,4.105698075419934,0060974680,9780060974688,eng,1392,3394,163,1/20/1998,Harper Perennial
18882,The Malloreon  Vol. 2: Sorceress of Darshiva / The Seeress of Kell (The Malloreon  #4-5),David Eddings,3.936552273851105,0345483871,9780345483874,eng,528,5457,59,8/30/2005,Del Rey
39961,He Came to Set the Captives Free,Rebecca  Brown,3.9727604319522407,0883683237,9780883683231,en-US,288,1598,168,7/1/1992,Whitaker House
14286,Open Secrets,Alice Munro,3.8866515309283507,0679755624,9780679755623,eng,304,4038,297,11/7/1995,Vintage
9346,Our Endangered Values: America's Moral Crisis,Jimmy Carter,3.907826258035815,0743285018,9780743285018,eng,224,3193,236,9/26/2006,Simon  Schuster
4165,The Hip-Hop Church: Connecting with the Movement Shaping Our Culture,Efrem Smith/Phil   Jackson,3.9122711274581508,0830833293,9780830833290,eng,227,21,4,12/15/2005,IVP Books
44225,Lincoln (Narratives of a Golden Age),Gore Vidal,4.003410132967036,0349105308,9780349105307,en-GB,736,29,4,4/21/1994,Abacus Books
30413,Betrogen,Sandra Brown,3.9627374414579646,3764501359,9783764501358,ger,512,5,0,2/1/2003,Blanvalet Verlag GmbH
22474,The Origins of Totalitarianism,Hannah Arendt,4.005305741631355,0805242252,9780805242256,eng,674,77,11,3/1/2004,Schocken Books
18799,Sodom and Gomorrah (In Search of Lost Time  #4),Marcel Proust/Christopher Prendergast/John Sturrock,3.947342231261496,0143039318,9780143039310,eng,557,3243,172,11/1/2005,Penguin Classics
34199,The I Ching or Book of Changes,Richard Wilhelm/Cary F. Baynes/C.G. Jung,3.994285144359956,0140192077,9780140192070,eng,739,126,12,6/29/1989,Penguin Books
30368,The Rana Look,Sandra Brown,3.8773780358316694,0553576054,9780553576054,eng,256,2437,96,12/2/2003,Bantam
25242,Reason in History,Georg Wilhelm Friedrich Hegel/Robert S. Hartman,3.9118277109185216,0023513209,9780023513206,eng,95,451,17,12/24/1995,Pearson
12771,A Kiss Before Dying (Sweet Valley High  #122),Francine Pascal/Kate William,3.882257643757697,0553566407,9780553566406,eng,197,267,7,2/1/1996,Bantam
26175,To the Last Man: A Novel of the First World War,Jeff Shaara,3.9408348310126082,0345461363,9780345461360,eng,636,4809,315,8/30/2005,Ballantine Books
14184,The Shifting Realities of Philip K. Dick,Philip K. Dick/Lawrence Sutin,3.9138236447532413,0679747877,9780679747871,en-US,384,903,40,1/30/1996,Vintage
37467,Classroom Interactions as Cross-Cultural Encounters: Native Speakers in EFL Lessons,Jasmine C.M. Luk/Angel M.Y. Lin,3.919319557216406,0805850848,9780805850840,eng,241,0,0,8/5/2006,Routledge
19353,The Evolution of the Gilgamesh Epic,Jeffrey H. Tigay,3.936065360303275,0865165467,9780865165465,eng,384,11,1,2/21/2003,Bolchazy-Carducci Publishers
8632,Her Master and Commander (Just Ask Reeves  #1),Karen Hawkins,3.917699753916074,0060584084,9780060584085,eng,372,799,31,2/28/2006,Avon
16543,Dayworld (Dayworld #1),Philip José Farmer,3.942953184269926,0441140017,9780441140015,eng,258,1315,68,3/1/1986,Ace Books
11130,The Chronicles of Narnia CD Box Set,C.S. Lewis/Kenneth Branagh,3.8758673365762815,0694524751,9780694524754,eng,31,202,24,10/26/2004,HarperFestival
16004,Paradise Lost,John Milton/Philip Pullman,3.9353743519087745,019280619X,9780192806192,eng,374,269,29,9/15/2005,Oxford University Press
42519,Eisenhower: Soldier and President,Stephen E. Ambrose,4.017811234948633,0671747584,9780671747589,eng,640,10718,126,10/15/1991,Simon  Schuster
13997,The Serpent's Shadow (Elemental Masters  #1),Mercedes Lackey,3.9289939472979363,0756400619,9780756400613,en-US,394,8768,306,3/5/2002,Daw Books
40484,Story of O,Pauline Réage/John Paul Hand,3.943103667047349,1562010352,9781562010355,eng,224,446,52,5/8/1998,Running Press Adult
23002,Three Farmers on Their Way to a Dance,Richard Powers,3.9321932056227764,0060975091,9780060975098,eng,352,742,49,12/1/1994,Harper Perennial
24520,The Complete Aubrey/Maturin Novels (5 Volumes),Patrick O'Brian,4.995429997683177,039306011X,9780393060119,eng,6576,1338,81,10/17/2004,W. W. Norton  Company
38302,Empires of the Monsoon: A History of the Indian Ocean and Its Invaders,Richard Seymour Hall,3.988354728442333,0006380832,9780006380832,eng,608,67,12,1/1/1998,HarperCollins Publishers
43488,Hidden Leaves (De Beers  #5),V.C. Andrews,3.9358131090565034,0743457870,9780743457873,en-US,288,2023,26,3/1/2003,Pocket Star
41885,Sense and Sensibility,Jane Austen,3.919668112846557,1593081251,9781593081256,eng,325,1278,153,7/25/2004,Barnes & Noble
18758,The Last Night of Ballyhoo,Alfred Uhry,3.9157453518109575,1559361409,9781559361408,en-US,96,259,16,10/1/1997,Theatre Communications Group
19383,Cliffs Notes on Voltaire's Candide,James K. Lowers/CliffsNotes/Voltaire,3.947577852730994,0822002833,9780822002833,eng,80,9,3,3/29/1965,Cliffs Notes
34177,The Visual Arts: A History,Hugh Honour/John Fleming,4.030283286125842,0810935937,9780810935938,eng,960,0,0,12/1/2002,Harry N. Abrams
5528,Cliffs notes on Warren's All the King's Men,L. David Allen,3.951959460969435,0822001462,9780822001461,eng,80,3,1,1/13/1964,Cliffs Notes
6216,The Wife (Kristin Lavransdatter  #2),Sigrid Undset/Tiina Nunnally/Sherrill Harbison,3.937022135628254,0141181281,9780141181288,eng,402,2116,164,11/1/1999,Penguin Classics
39773,Slouching Toward Nirvana,Charles Bukowski/John   Martin,3.9094398572869924,0060577045,9780060577049,eng,288,1937,105,1/3/2006,Ecco
7577,Even Cowgirls Get the Blues & My Own Private Idaho,Gus Van Sant/Tom Robbins,3.9233548308998434,0571169201,9780571169207,eng,199,97,2,2/21/1994,Faber  Faber
252,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.970732107224291,0802151809,9780802151803,eng,506,7805,251,1/12/1994,Grove Press
40889,The Languages of Pao,Jack Vance,3.928276249551826,0743487141,9780743487146,en-GB,224,894,54,8/1/2004,iBooks
31244,Our Mutual Friend,Charles Dickens,4.004953524444627,0375761144,9780375761140,eng,801,22294,953,9/10/2002,Modern Library
7214,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,3.9505416322808884,0785263705,9780785263708,eng,243,96614,3718,7/15/2003,Thomas Nelson
32241,The Night Remembers (Night  #1),Kathleen Eagle,3.940077838670316,0380784912,9780380784912,eng,355,228,25,6/1/1998,HarperTorch
28759,Magic's Pawn (Valdemar: Last Herald-Mage #1),Mercedes Lackey,3.95030056659008,0886773520,9780886773526,eng,349,22431,736,6/6/1989,DAW Books Inc
16982,Marvels,Kurt Busiek/Alex Ross,3.9240316823724504,0785100490,9780785100492,eng,216,23519,482,1/10/2007,Marvel Comics
18610,Thin Air (Spenser  #22),Robert B. Parker/David Dukes,3.942563689444747,0425152901,9780425152904,en-US,320,4055,141,4/1/1996,G.P. Putnam's Sons
7708,Saint Joan/Major Barbara/Androcles and the Lion,George Bernard Shaw,4.005344683211082,0394604806,9780394604800,eng,479,11,5,11/12/1979,Modern Library/Random House (NY)
7739,Gulliver's Travels,Gill Harvey/Jonathan Swift,3.89870721236641,0794503292,9780794503291,eng,64,13,3,1/29/2008,Usborne Books
2227,Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,Elisabeth Kübler-Ross,3.915201414060433,0684839377,9780684839370,eng,192,197,7,6/9/1997,Scribner
11668,Rest Rabbit Rest (Sweet Pickles  #18),Jacquelyn Reinach/Richard Hefter,3.930504064946184,0030420563,9780030420566,eng,32,92,5,3/1/1978,Holt  Rinehart and Winston  Inc.
9677,Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,Erica Jong,3.962948098629224,0393324354,9780393324358,eng,512,971,71,5/17/2003,W. W. Norton  Company
8013,Mr. Christmas,Roger Hargreaves/Adam Hargreaves,3.895748986246887,0843121106,9780843121100,eng,40,202,17,9/14/2006,Price Stern Sloan
39623,The Cursed One (Wild Wulfs of London  #3),Ronda Thompson,3.9344616586804766,0312935757,9780312935757,eng,305,1006,46,11/28/2006,St. Martin's Paperbacks
30334,Hawksong (The Kiesha'ra  #1),Amelia Atwater-Rhodes,3.9147972255506267,044023803X,9780440238034,eng,243,19722,829,9/28/2004,Laurel Leaf
18261,The Nibelungenlied,Unknown/A.T. Hatto,3.9298950508019734,0140441379,9780140441376,eng,404,4052,163,8/26/2004,Penguin Classics
14289,Coin Locker Babies,Ryū Murakami/Stephen Snyder,3.9565903951694463,4770028962,9784770028969,eng,393,6440,298,8/9/2002,Kodansha
44045,A Universal History of Iniquity,Jorge Luis Borges/Andrew Hurley,3.8739661918955335,0142437891,9780142437896,eng,128,3101,129,7/27/2004,Penguin Classics
16681,Heart of Darkness,Joseph Conrad,3.887640899613776,1599869500,9781599869506,eng,101,1363,58,9/24/2006,Filiquarian Publishing  LLC.
14836,Midnight's Children,Salman Rushdie,3.9713614431971407,0099578514,9780099578512,eng,647,87463,4469,5/1/1995,Vintage
23307,Ulysses S. Grant,Josiah Bunting/Arthur M. Schlesinger Jr.,3.930231458269532,0805069496,9780805069495,eng,208,445,40,9/8/2004,Times Books
15211,Katz und Maus,Günter Grass,3.9237430518314107,3423118229,9783423118224,ger,178,427,23,9/1/1999,Deutscher Taschenbuch Verlag
28418,Taxi Driver,Paul Schrader,3.9059317667252893,0571203159,9780571203154,eng,116,1030,24,2/21/2000,Faber  Faber
35895,The Sgt. Rock Archives  Vol. 3,Robert Kanigher/Joe Kubert/Russ Heath/Mark Chiarello/Jerry Grandinetti/Irv Novack,3.9066976005729517,1401204104,9781401204105,eng,224,19,2,8/1/2005,DC Comics
337,El perfume: Historia de un asesino,Patrick Süskind,3.995032079447769,8432216062,9788432216060,spa,239,4136,255,6/1/2002,Booket
38898,The Guide to Hollywood and Beverly Hills,Charles Lockwood,3.9452105475118397,0517550369,9780517550366,eng,174,3,0,1/16/1984,Random House Value Publishing
32408,Piccole donne,Louisa May Alcott/Jame's Prunier/Laura Cangemi,3.9797839985842143,8838461139,9788838461132,ita,288,83,5,4/15/2001,Piemme
31864,Readings in Classical Chinese Philosophy,Philip J. Ivanhoe/Bryan W. Van Norden,3.945399517626403,0872207803,9780872207806,eng,416,341,21,12/1/2005,Hackett Publishing Company  Inc.
3530,Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,3.908876698578287,1421505487,9781421505480,eng,208,715,18,12/12/2006,VIZ Media LLC
24865,The Ship Avenged,S.M. Stirling,3.950277788278899,0671877666,9780671877668,eng,364,3217,29,2/1/1997,Baen Books
2057,The Long Goodbye: Memories of My Father,Patti   Davis,3.9214579696804726,0452286875,9780452286870,eng,205,214,31,10/1/2005,Plume Books
15858,Mirror Mirror,Gregory Maguire,3.938371760718867,0060988657,9780060988654,eng,280,28014,1512,10/1/2004,Regan Books
37191,Mercy Watson to the Rescue,Kate DiCamillo/Chris Van Dusen,3.874329093223153,0763622702,9780763622701,eng,68,8987,831,8/23/2005,Candlewick Press
25852,The Drifting Classroom  Vol. 7 (The Drifting Classroom),Kazuo Umezu,3.9024578201346856,1421509598,9781421509594,en-GB,192,343,11,8/21/2007,VIZ Media LLC
39806,Black Like Us: A Century of Lesbian  Gay  and Bisexual African American Fiction,Devon W. Carbado/Evelyn C. White/Dwight A. McBride/Donald Weise,3.97258476209663,1573441082,9781573441087,eng,600,127,16,5/28/2002,Cleis Press
44471,The Killer Angels (The Civil War Trilogy  #2),Michael Shaara,3.945701727780102,1841580821,9781841580821,eng,395,318,45,4/1/2001,Birlinn Ltd
13557,Vagabond  Volume 20,Takehiko Inoue,3.9188019931271207,1591165830,9781591165835,eng,224,513,12,3/15/2005,VIZ Media LLC
21934,Dirty White Boys,Stephen Hunter/Will Patten,3.9173880832903487,1570421927,9781570421921,eng,0,1,1,5/1/2006,Hachette Audio
10656,Next: The Future Just Happened,Michael   Lewis,3.926406354611788,0393323528,9780393323528,en-US,240,1317,106,5/17/2002,W. W. Norton  Company
27889,Exile's Children (Exiles  #1),Angus Wells,4.01020827330046,0553299034,9780553299038,eng,688,122,5,10/1/1996,Spectra
42926,Nightingale's Song,Kate Pennington,3.910114087476373,0340878754,9780340878750,en-GB,219,40,5,10/19/2006,Hachette Children's
4742,The Illustrated Art of War,Sun Tzu/Samuel B. Griffith,3.924121501764835,019518999X,9780195189995,eng,272,91,11,10/15/2005,Oxford University Press  USA
11920,Dime Store Magic (Women of the Otherworld  #3),Kelley Armstrong,3.9345140273479653,0553587064,9780553587067,eng,414,767,44,5/27/2004,Bantam Spectra
43484,Honey (Shooting Stars  #4),V.C. Andrews,3.9000850320203786,0671039962,9780671039967,eng,180,2447,27,10/2/2001,Pocket Books
17292,Mission: Where's June? (Disney's Little Einstein),Susan Ring/Kirk Albert Etienne/Kirk Etienne Albert/Michael James Luzzi,3.8796683180618396,0786855398,9780786855391,eng,24,12,1,4/5/2006,Disney Press
30415,Tempest in Eden,Sandra Brown,3.917357801552058,0446616818,9780446616812,eng,229,1560,57,4/1/2005,Warner Books (NY)
16199,Citas Celestiales,Alexander McCall Smith/Marta Torent López de Lamadrid,3.9946453142376295,8489367159,9788489367159,spa,190,1,0,11/1/2006,Umbriel
33029,Star Wars: Underworld - The Yavin Vassilika,Mike Kennedy/Carlos Meglia,3.8985219597568688,1569716188,9781569716182,eng,120,83,6,10/16/2001,Dark Horse Books
37566,Trapped in the Mirror: Adult Children of Narcissists in Their Struggle for Self,Elan Golomb,3.9442611765137032,0688140718,9780688140717,en-US,272,779,82,3/28/1995,William Morrow Paperbacks
32181,Zelda's Cut,Philippa Gregory,3.9470985705285186,0006511775,9780006511779,eng,432,65,12,2/1/2001,HarperCollins Publishers
42359,Pinky Pye (The Pyes  #2),Eleanor Estes/Edward Ardizzone,3.90399483165516,0152025650,9780152025656,eng,192,1578,102,9/1/2000,HMH Books for Young Readers
13729,Bleach  Volume 10,Tite Kubo,3.909335876740798,1421500817,9781421500812,eng,208,7037,81,12/6/2005,VIZ Media LLC
32628,The Great and Secret Show (Book of the Art #1),Clive Barker,3.9952318143419667,006093316X,9780060933166,eng,658,25955,518,11/3/1999,HarperPerennial
