bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
39625,Call of the Moon,Ronda Thompson,3.74,0505525151,9780505525154,eng,352,126,8,1/1/2009,Love Spell
13823,Roger Zelazny's To Rule in Amber (The Dawn of Amber  #3),John Gregory Betancourt/Roger Zelazny,3.77,1596871326,9781596871328,eng,310,753,13,10/1/2005,iBooks
24040,The Discovery (Dive  #1),Gordon Korman,3.72,0439507227,9780439507226,eng,141,1858,135,6/1/2003,Apple Paperbacks (Scholastic)
30948,The Rise of Christianity,Rodney Stark,4.04,0060677015,9780060677015,eng,272,1363,151,5/9/1997,HarperOne
24626,A Stranger Came Ashore,Mollie Hunter/Lisa Falkenstern,3.82,0064400824,9780064400824,eng,163,464,49,4/6/1977,HarperCollins Publishers
20812,Four Weddings and a Funeral,Richard Curtis,3.75,0312143400,9780312143404,eng,128,47,4,4/15/1996,St. Martin's Griffin
32350,Mutants & Masterminds: RPG,Steve Kenson/Ramón Pérez,3.81,1932442529,9781932442526,eng,253,305,8,11/1/2005,Green Ronin Publishing
1823,Them: Adventures with Extremists,Jon Ronson,3.95,0743233212,9780743233217,eng,336,11990,831,1/7/2003,Simon  Schuster
29900,Into the Void (Spelljammer: The Cloakmaster Cycle  #2),Nigel Findley,3.54,1560761547,9781560761549,en-US,311,257,12,9/1/1991,TSR
37476,Why I Hate Canadians,Will Ferguson,3.72,1550546007,9781550546002,en-GB,220,630,48,2/19/2007,Not Avail
28728,Beyond World's End (Bedlam's Bard  #4),Mercedes Lackey/Rosemary Edghill,3.93,0671318551,9780671318550,en-US,416,2508,22,12/1/2001,Baen
17698,The Cossacks,Leo Tolstoy/Peter Constantine/Cynthia Ozick,3.79,0812975049,9780812975048,eng,161,4356,226,2/14/2006,Modern Library
18081,Joy in the Morning (Jeeves  #8),P.G. Wodehouse,4.34,1841591157,9781841591155,eng,296,38,0,3/14/2002,Everyman
13956,Wise Child,Monica Furlong,4.14,0394891058,9780394891057,eng,228,178,12,2/24/2004,Random House
23257,The Great Philosophers: An Introduction to Western Philosophy,Bryan Magee/Myles Burnyeat/Martha C. Nussbaum/Anthony Kenny/Bernard Williams/Anthony Quinton/Michael  Ayres/John Passmore/Geoffrey Warnock/Peter Singer/Frederick Charles Copleston/J. P. Stern/Hubert L. Dreyfus/Sidney Morgenbesser/A.J. Ayer/John Rogers Searle,4.07,019289322X,9780192893222,eng,352,359,18,1/18/2001,Oxford University Press  USA
3417,Caesar's Women (Masters of Rome  #4),Colleen McCullough,4.25,0380710846,9780380710843,eng,943,5423,157,2/1/1997,Avon
26480,Witness,Karen Hesse,3.72,0439272009,9780439272001,eng,161,4667,703,3/1/2003,Scholastic Paperbacks
15796,Charms for the Easy Life,Kaye Gibbons,4.02,0060760257,9780060760250,eng,272,11168,744,7/1/2005,Harper Perennial
4642,Hemingway's Cats: An Illustrated Biography,Carlene Fredericka Brennen/Hilary Hemingway,3.82,1561643424,9781561643424,eng,185,45,9,1/1/2005,Pineapple Press
31382,Living with Passion and Purpose: Luke (Woman After God's Own Heart),Elizabeth George,4.0,0736908161,9780736908160,eng,160,22,4,9/15/2005,Harvest House Publishers
19335,Beatrix Potter: A Life in Nature,Linda Lear,4.03,0312369344,9780312369347,eng,584,1328,184,1/9/2007,St. Martin's Press
32656,The Return of the Native,Thomas Hardy/Phillip Mallett,3.86,0393927873,9780393927870,eng,552,44,5,2/14/2006,W. W. Norton & Company
41085,The Crucible of Time,John Brunner,3.71,0345302354,9780345302359,eng,416,25,3,6/12/1984,Del Rey
16767,The Case of the Half-Wakened Wife,Erle Stanley Gardner,3.88,034537147X,9780345371478,eng,245,435,23,3/13/1991,Fawcett
15785,More Sideways Arithmetic from Wayside School (Wayside School #2.6),Louis Sachar,3.92,0747569134,9780747569138,eng,112,856,28,9/1/1994,Bloomsbury U.S.A. Children's Books
6534,Postmortem (Kay Scarpetta  #1),Patricia Daniels Cornwell/Patricia Cornwell,4.02,0743477154,9780743477154,eng,342,193117,2123,12/30/2003,Pocket Books
45018,The Free Bards (Bardic Voices  #1-3),Mercedes Lackey,4.18,067187778X,9780671877781,eng,712,1530,20,5/1/1997,Baen
144,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,4.08,0806525363,9780806525365,eng,206,13,2,5/3/2005,Citadel
10654,Coach: Lessons on the Game of Life,Michael   Lewis,3.82,0393060918,9780393060911,en-US,96,1502,167,4/17/2005,W. W. Norton  Company
18074,Jeeves and The Feudal Spirit (Jeeves  #11),P.G. Wodehouse,4.32,1841591017,9781841591018,eng,240,25,1,9/20/2001,Everyman's Library
11277,The Hollow Man,Dan Simmons,3.46,0553563505,9780553563504,en-US,342,2532,149,9/1/1993,Bantam Spectra
23802,Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell,3.95,0140281916,9780140281910,eng,304,37,1,6/1/2000,Penguin Books
8840,Saint-Exupéry,Stacy Schiff/Antoine de Saint-Exupéry,4.02,0805079130,9780805079135,eng,560,208,27,2/7/2006,Holt Paperbacks
30822,Silenced: The Wrath of God Descends (Underground Zealot  #2),Jerry B. Jenkins,4.24,0842384111,9780842384117,eng,368,1532,40,3/1/2005,Tyndale House Publishers
4315,Zaat,Sonallah Ibrahim/صنع الله إبراهيم/Anthony Calderbank,3.55,9774248449,9789774248443,ara,349,122,12,3/15/2004,American University in Cairo Press
44505,The Best American Essays 2006,Lauren Slater/Robert Atwan,3.88,0618705295,9780618705290,en-US,304,434,34,10/11/2006,Mariner Books
26438,Java: An Introduction to Problem Solving and Programming,Walter J. Savitch,3.85,0131492020,9780131492028,en-US,1060,26,1,12/1/2004,Prentice Hall
25800,The Book of Five Rings,Miyamoto Musashi/William Scott Wilson/Shiro Tsujimura,4.07,4770028016,9784770028013,eng,157,455,43,3/1/2002,Kodansha International
23600,Sauron Defeated: The History of The Lord of the Rings  Part Four (The History of Middle-Earth  #9),J.R.R. Tolkien/Christopher Tolkien,4.01,0395606497,9780395606490,eng,496,2572,41,10/27/1992,Houghton Mifflin Harcourt
38155,A People's Tragedy: The Russian Revolution: 1891-1924,Orlando Figes,4.31,014024364X,9780140243642,eng,1024,2931,222,3/1/1998,Penguin Books
13467,Brit-Think  Ameri-Think: A Transatlantic Survival Guide,Jane Walmsley,3.26,0142001341,9780142001349,eng,160,269,40,2/25/2003,Penguin Books
31582,The Selected Poems of Federico García Lorca,Federico García Lorca,4.32,0811200914,9780811200912,mul,180,236,23,6/1/1955,New Directions Publishing Corporation
26,The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,0060920084,9780060920081,eng,299,45712,2257,8/28/1990,William Morrow Paperbacks
22421,Transmetropolitan  Vol. 4: The New Scum,Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin,4.39,1563896273,9781563896279,eng,133,13331,146,9/1/2000,Vertigo
11022,Purity of Blood (Adventures of Captain Alatriste  #2),Arturo Pérez-Reverte/Margaret Sayers Peden,3.75,0452287987,9780452287983,eng,268,3240,130,11/28/2006,Plume
4669,The St. Paul Stories of F. Scott Fitzgerald,F. Scott Fitzgerald/Dave Page/Patricia Hampl,4.0,0873515129,9780873515122,en-US,328,100,11,9/24/2004,Minnesota Historical Society Press
6426,Motor Mouth (Alex Barnaby #2),Janet Evanovich,3.68,0060584033,9780060584030,eng,312,22251,671,10/3/2006,HarperCollins
14861,Rape: A Love Story,Joyce Carol Oates,3.57,0786712945,9780786712946,eng,128,114,24,12/14/2003,Carroll & Graf Publishers
16642,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan,3.67,159569045X,9781595690456,en-US,104,16,0,8/15/2006,MONDIAL
15877,Ultimate Unofficial Guide to the Mysteries of Harry Potter: Analysis of Books 1-4,Galadriel Waters/Astre Mithrandir,4.05,0972393617,9780972393614,en-US,412,2774,37,1/1/2003,Wizarding World Press
6148,Ride of the Second Horseman: The Birth and Death of War,Robert L. O'Connell,4.29,0195119207,9780195119206,eng,320,13,0,10/19/1997,Oxford University Press  USA
19712,John Deere Farm Tractors: A History of the John Deere Tractor,Randy Leffingwell,4.22,0879387556,9780879387556,eng,192,22,1,9/1/1993,Motorbooks International
27776,La caída,Albert Camus/Manuel de Lope,4.04,8420637017,9788420637013,spa,128,233,20,9/19/2005,Alianza Editorial
7337,The Tolkien Reader,J.R.R. Tolkien/Peter S. Beagle,3.99,0345345061,9780345345066,eng,251,4200,145,11/12/1986,Del Rey
13113,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.77,0688052304,9780688052300,eng,412,424,47,6/1/1979,Quill
44949,Write Great Code: Volume 1: Understanding the Machine,Randall Hyde,3.92,1593270038,9781593270032,eng,456,145,12,11/8/2004,No Starch Press
29788,For the Relief of Unbearable Urges,Nathan Englander,3.93,0375704434,9780375704437,eng,205,2418,229,3/21/2000,Vintage
15563,First King of Shannara (The Original Shannara Trilogy #0),Terry Brooks,3.96,0345396537,9780345396532,eng,435,864,55,1/29/1997,Del Rey
5215,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,0060740450,9780060740450,eng,458,3437,316,1/20/2004,Harper Perennial
201,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,4.0,0606105263,9780606105262,spa,205,6,1,6/1/1984,Turtleback Books
1804,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,3.4,0521011760,9780521011761,eng,334,10,1,4/4/2002,Cambridge University Press
37817,The Blazing Center Study Guide: The Soul-Satisfying Supremacy of God in All Things,John Piper,4.3,1590526856,9781590526859,eng,112,20,0,7/3/2006,Multnomah
30067,Drop Dead Gorgeous (Blair Mallory  #2),Linda Howard,3.93,0345486587,9780345486585,eng,347,7227,301,11/28/2006,Ballantine Books
39242,The Milagro Beanfield War,John     Nichols,4.1,0805063749,9780805063745,eng,456,9120,395,2/15/2000,Holt McDougal
13382,Vinyl Cafe Odd Jobs,Stuart McLean,4.56,096830317X,9780968303177,eng,3,61,1,6/15/2005,Canadian Broadcasting Corporation (CBC Audio)
38376,LOVE MODE 11,Yuki Shimizu/志水 ゆき,4.37,4835214102,9784835214108,jpn,182,4,0,1/10/2003,ビブロス
2326,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),Douglas Adams,3.98,1597770078,9781597770071,eng,6,58,15,9/30/2005,Phoenix Audio
15060,Easy Riders  Raging Bulls: How the Sex-Drugs-And-Rock-'N'-Roll Generation Saved Hollywood,Peter Biskind,4.12,0747544212,9780747544210,eng,506,414,26,12/10/2014,Bloomsbury Publishing PLC
7199,The Way the Crow Flies,Ann-Marie MacDonald,4.09,0060586370,9780060586379,en-US,848,11330,1011,8/31/2004,Harper Perennial
11705,Selected Poems,Octavio Paz/Eliot Weinberger/Charles Tomlinson/William Carlos Williams/Monique Fong Wust/G. Aroul/Elizabeth Bishop/Paul Blackburn/Lysander Kemp/Denise Levertov/Muriel Rukeyser/Mark Strand,4.21,0811208990,9780811208994,eng,160,373,18,9/17/1984,New Directions
37858,Sources of the Self: The Making of the Modern Identity,Charles Taylor,4.2,0674824261,9780674824263,eng,624,1355,54,3/1/1992,Harvard University Press
3776,Ballet Shoes,Noel Streatfeild,4.07,1842552473,9781842552476,eng,184,210,26,12/23/2004,Orion Children's Books
22063,Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins/Mike Flaherty,3.67,0743444043,9780743444040,en-US,320,1029,53,4/1/2003,Pocket Books
13336,Olympian Odes. Pythian Odes,Pindar/William H. Race,4.09,0674995643,9780674995642,mul,416,59,5,4/15/1997,Harvard University Press
16713,The Disappointment Artist,Jonathan Lethem,3.63,1400076811,9781400076819,eng,149,1613,129,3/14/2006,Vintage
6656,The Divine Comedy,Dante Alighieri/Allen Mandelbaum/Eugenio Montale,4.07,0679433139,9780679433132,eng,798,86527,2004,8/1/1995,Everyman's Library
26800,C++ Programmer's Notebook,Jim Keogh/John Shapley Gray,3.0,0130887013,9780130887016,eng,528,3,0,8/16/2001,Prentice Hall PTR
10534,The Art of War,Sun Tzu/Thomas Cleary/Pulat Otkan/Giray Fidan,3.97,1590302257,9781590302255,eng,273,235924,5869,1/11/2005,Shambhala
35781,The Skeptic's Dictionary: A Collection of Strange Beliefs  Amusing Deceptions  and Dangerous Delusions,Robert Todd Carroll,4.02,0471272426,9780471272427,eng,446,531,11,7/1/2003,Wiley
15186,American Film Guide,Frank N. Magill,0.0,0893562505,9780893562502,eng,5,0,0,1/1/1983,Salem Press Inc
34264,Peter Pan in Scarlet,Geraldine McCaughrean/Scott M. Fischer,3.55,1416918086,9781416918080,eng,307,5421,360,10/5/2006,Margaret K. McElderry Books
42376,Theater Shoes,Noel Streatfeild/Diane Goode,4.02,0613013379,9780613013376,en-US,252,85,11,11/1/1999,Sagebrush
41126,Antarctica,Kim Stanley Robinson,3.78,0553574027,9780553574029,eng,672,2248,165,7/6/1999,Bantam
11908,The Adventures of Augie March,Saul Bellow/Christopher Hitchens,3.84,0143039571,9780143039570,eng,586,14789,756,10/3/2006,Penguin Classics
24828,The Rosetta Codex,Richard Paul Russo,3.21,0441013309,9780441013302,en-US,384,22,2,12/6/2005,Ace Trade
17803,After Dark,Haruki Murakami/Jay Rubin,3.7,0307265838,9780307265838,eng,191,80308,4506,5/8/2007,Knopf Publishing Group
11801,The Stone Diaries,Carol Shields,3.87,0143036394,9780143036395,en-US,384,397,40,8/30/2005,Penguin Essential Editions
38670,Pedro Páramo,Juan Rulfo,4.05,351801434X,9783518014349,ger,132,450,32,4/1/1999,Suhrkamp
40361,Martian Time-Slip,Philip K. Dick,3.77,185798837X,9781857988376,eng,226,353,33,7/8/1999,Gollancz
26931,Cloudsplitter,Russell Banks,3.91,0060930861,9780060930868,eng,758,3618,425,1/27/1999,Harper Perennial
29083,Snow,Roy McKie/P.D. Eastman,4.15,0394800273,9780394800271,eng,72,4383,88,10/12/1962,Random House
24304,Poppy's Return,Avi/Brian Floca,3.99,0060000147,9780060000141,eng,256,1110,71,8/22/2006,HarperCollins
13730,Bleach  Volume 18,Tite Kubo,4.34,1421510421,9781421510422,eng,208,7781,70,4/3/2007,VIZ Media LLC
15148,Ralph Ellison: A Biography,Arnold Rampersad,4.15,0375408274,9780375408274,eng,657,182,24,4/24/2007,Knopf Publishing Group
31076,The New Knighthood: A History of the Order of the Temple,Malcolm Barber,3.84,0521558727,9780521558723,eng,441,126,7,9/29/1995,Cambridge University Press
29085,Sam And The Firefly (Beginner Books),P.D. Eastman,4.17,0001713191,9780001713192,eng,64,5,0,6/17/1985,Collins
39571,programming.java: An Introduction to Programming Using Java: An Introduction to Programming Using Java,Rick Decker/Stuart Hirshfield,4.0,0534371094,9780534371098,eng,640,1,0,12/24/1999,Course Technology
13121,Enchantment: The Life of Audrey Hepburn,Donald Spoto,3.87,0307237583,9780739474792,eng,352,2703,267,4/2/2007,Harmony
27528,Nicolae (Left Behind  #3),Tim LaHaye/Jerry B. Jenkins,3.96,078622469X,9780786224692,eng,530,30129,566,12/3/2005,Thorndike Press
31299,Hickory Dickory Dock (Hercule Poirot  #32),Agatha Christie/Hugh Fraser,3.75,1572705647,9781572705647,eng,196,13515,368,12/7/2006,AudioGO
38503,Tales of Ordinary Madness,Charles Bukowski,3.92,0872861554,9780872861558,eng,238,16544,431,1/1/2001,City Lights Publishers
14684,The Charterhouse of Parma,Stendhal/Roger Pearson/Margaret Mauldon,3.82,0192839578,9780192839572,eng,560,51,8,12/9/1999,Oxford University Press
3585,Sherlock Holmes: A Baker Street Dozen,Arthur Conan Doyle/John Gielgud/Ralph Richardson/Orson Welles,3.96,1598870297,9781598870299,eng,6,18,4,4/20/2006,HighBridge Company
24885,Strange Attractors,William Sleator,3.72,0140345825,9780140345827,eng,176,230,7,4/1/1991,Puffin Books
43747,The Authority  Vol. 2: Under New Management,Warren Ellis/Mark Millar/Bryan Hitch/Frank Quitely,4.15,1563897563,9781563897566,eng,200,4146,71,11/1/2000,Wildstorm
2378,El Coleccionista De Huesos (Lincoln Rhyme  #1),Jeffery Deaver,4.19,8466305130,9788466305136,spa,640,26,2,6/1/2003,Punto de Lectura
15249,The Lord of the Rings: The Return of the King - Visual Companion,Jude Fisher,4.59,0007116268,9780007116263,eng,72,26,3,11/6/2003,HarperCollins
35666,A Hard Day's Write: The Stories Behind Every Beatles Song,Steve Turner,4.18,0062736981,9780062736987,eng,224,2072,100,11/1/1999,HarperResource
5073,Gunnm Last Order  Tome 01,Yukito Kishiro,4.06,2723439801,9782723439800,fre,200,48,2,11/27/2002,Glénat
45206,Miss or Mrs?/ The Haunted Hotel/ The Guilty River,Wilkie Collins/Norman Page/Toru Sasaki,3.79,0192833073,9780192833075,eng,360,175,14,5/13/1999,Oxford University Press  USA
41544,The Mammoth Book of Storms  Shipwrecks and Sea Disasters,Richard Russell Lawrence,3.57,0786714689,9780786714681,eng,512,11,3,10/4/2004,Running Press
11990,The Rebel,Albert Camus/Anthony Bower/Herbert Read,4.15,0679733841,9780679733843,eng,320,9227,256,1/1/1992,Vintage
5350,The Partner,John Grisham,3.92,0385339100,9780385339100,eng,416,97474,1928,4/26/2005,Delta
45118,The Devil's Feather,Minette Walters,3.63,0307264629,9780307264626,eng,349,2343,153,8/22/2006,Alfred A. Knopf
32437,The Face,Dean Koontz,3.71,0553584480,9780553584486,eng,649,18747,559,4/27/2004,Bantam
21494,Floaters,Joseph Wambaugh,3.52,0553575953,9780553575958,eng,291,567,38,3/3/1997,Bantam
31491,The Rainbow,D.H. Lawrence/Daphne Merkin,3.69,0451530306,9780451530301,eng,544,15840,462,5/5/2009,Signet
38761,Incident at Vichy,Arthur  Miller,3.96,0140481931,9780140481938,eng,80,686,54,4/2/1985,Penguin Books
19321,The Tale of Peter Rabbit,Beatrix Potter,4.18,0723247706,9780723247708,eng,72,188842,1575,3/7/2002,Warne
3690,The Power and the Glory,Graham Greene/John Updike,4.0,0142437301,9780142437308,eng,222,25490,1585,2/25/2003,Penguin Books
19302,Pippi Longstocking,Astrid Lindgren/Florence Lamborn/Louis S. Glanzman,4.13,0142402494,9780142402498,eng,160,147067,2558,4/21/2005,Puffin Books
28377,Heartsnatcher,Boris Vian/Stanley  Chapman/Raymond Queneau/John Sturrock,3.97,1564782999,9781564782991,en-GB,245,2430,77,10/3/2003,Dalkey Archive Press
32124,Deep Waters (Cetin Ikmen  #4),Barbara Nadel,3.99,0747267197,9780747267195,eng,448,301,24,7/1/2002,Headline
22743,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3.95,840132954X,9788401329548,spa,594,7,0,1/31/2003,DeBolsillo
30215,Cast a Yellow Shadow (Mac McCorkle  #2),Ross Thomas,3.95,0445405562,9780445405561,eng,272,206,17,2/1/1987,Mysterious Press
31384,Loving God with All Your Mind,Elizabeth George,4.43,0736913823,9780736913829,en-US,304,1488,77,1/1/2005,Harvest House Publishers
43244,High Performance MySQL: Optimization  Backups  Replication & Load Balancing,Jeremy D. Zawodny/Derek J. Balling,4.23,0596003064,9780596003067,eng,304,403,17,4/18/2004,O'Reilly Media
18761,Civilization and Its Discontents,Sigmund Freud/Louis Menand,3.78,0393059952,9780393059953,eng,192,215,18,1/17/2005,W. W. Norton  Company
24603,The Writer of Modern Life: Essays on Charles Baudelaire,Walter Benjamin/Michael W. Jennings/Rodney Livingstone/Edmund F.N. Jephcott/Harry Zohn/Howard Eiland,4.3,0674022874,9780674022874,eng,307,267,4,11/1/2006,Belknap Press
36853,Tyrannosaurus Wrecks (Stanley  #1),Laura Driscoll/Alisa Klayman-Grodsky/Eric     Weiner,5.0,0786845031,9780786845033,eng,24,2,1,2/1/2003,Disney Press
32328,Air Gear  Vol. 2 (Air Gear  #2),Oh! Great/大暮 維人,4.04,034549279X,9780345492791,eng,224,686,8,10/31/2006,Del Rey
28086,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,0140157514,9780140157512,eng,422,640,65,6/11/1972,Penguin Books Ltd
1684,The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,3.92,0679783199,9780679783190,eng,905,104,16,9/12/2000,Random House
11970,The Humanoids (Humanoids #1),Jack Williamson,3.75,0312852533,9780312852535,eng,299,898,48,1/15/1996,Orb Books
3051,Sir Gawain and the Green Knight,Selina Shirley Hastings/Juan Wijngaard,3.91,0744520053,9780744520057,eng,29,65,9,6/27/1991,Walker Books Ltd
22822,The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6),Rumiko Takahashi,4.04,1569312109,9781569312100,en-US,200,27,0,12/6/1997,Viz Media
42915,CliffsNotes on Remarque's All Quiet on the Western Front,Susan Van Kirk/CliffsNotes/Erich Maria Remarque,4.24,0764586718,9780764586712,eng,112,12,0,12/20/2000,Cliffs Notes
30851,A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Anonymous/Philip Boehm/Hans Magnus Enzensberger,4.33,0312426119,9780312426118,eng,261,6232,713,7/11/2006,Picador
2713,The Portable Chaucer,Geoffrey Chaucer/Theodore Morrison,3.86,0140150811,9780140150810,eng,611,70,8,5/26/1977,Penguin Books
44630,The Inner Sanctum,Stephen W. Frey,3.64,0451190149,9780451190147,eng,448,472,36,7/1/1998,Signet
2209,Passionate Sage: The Character and Legacy of John Adams,Joseph J. Ellis,4.05,0393311333,9780393311334,eng,288,2622,78,2/17/2001,W. W. Norton  Company
22298,Fantasmas,Chuck Palahniuk/Javier Calvo,3.59,9879397509,9789879397503,spa,442,116,13,8/28/2006,Mondadori
6981,When the Heart Waits: Spiritual Direction for Life's Sacred Questions,Sue Monk Kidd,4.13,0061144894,9780061144899,eng,240,2366,231,10/11/2016,HarperOne
33718,The Ties That Bind: Life's Most Essential Knots and Ties,Susan Oliver/Harry   Bates,3.67,1584793821,9781584793823,eng,80,3,1,10/26/2004,Harry N. Abrams
30129,A Light in the Attic (Book & CD),Shel Silverstein,4.34,0066236177,9780066236179,en-US,176,597,21,10/9/2001,HarperCollins
42863,Mission Possible,Kenneth H. Blanchard,3.44,0071348271,9780071348270,eng,242,0,0,4/30/1999,McGraw-Hill Companies
16887,How to Write: Advice and Reflections,Richard Rhodes,3.87,0688149480,9780688149482,eng,240,162,19,10/16/1996,William Morrow Paperbacks
14430,The Pyramid,William Golding,3.33,0571192521,9780571192526,eng,217,527,20,7/22/1997,Faber  Faber
45486,His Dark Materials (His Dark Materials  #1-3),Philip Pullman,4.26,0375847227,9780375847226,eng,933,2656,260,4/10/2007,Alfred A. Knopf
40226,Angels: Celestial Spirits in Legend & Art,Jacqueline Carey,4.0,1567996035,9781567996036,en-US,128,42,3,11/1/1997,MetroBooks (NY)
44067,Full Woman  Fleshly Apple  Hot Moon: Selected Poems,Pablo Neruda/Stephen Mitchell,4.45,0060928778,9780060928773,eng,288,1018,66,2/11/1998,Harper Perennial
32696,El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,4.0,8497594290,9788497594295,spa,417,79,11,4/30/2004,Debolsillo
5694,Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear,4.31,1570754365,9781570754364,eng,192,62,9,10/1/2002,Orbis Books
44450,The Portable Dorothy Parker,Dorothy Parker/Marion Meade/Seth,4.34,0143039539,9780143039532,eng,626,1447,199,3/28/2006,Penguin Books
23617,Roverandom,J.R.R. Tolkien/Christina Scull/Wayne G. Hammond,3.87,0007149115,9780007149117,eng,116,8775,413,9/2/2002,HarperCollins Publishers
969,The Da Vinci Code,Dan Brown,3.84,076792603X,9780767926034,eng,467,1120,105,3/28/2006,Broadway Books
2166,The Old Man and the Sea,Ernest Hemingway/Donald Sutherland,3.77,0743564367,9780743564366,eng,3,393,77,5/1/2006,Simon  Schuster Audio
